Stars;Reviews
3.0;Me gusta el ritmo cardíaco y la presión arterial. Pasos por millas definitivamente está apagado y dormir también.
3.0;El reloj está bastante bien, es fácil de conectar y todo.Pero la correa es muy frágil, el enganche que va a unido a la pantalla se rompió muy rápido y cuando lo vuelvo a enganchar se vuelve a salir.
3.0;Me gustó este reloj al principio. Entonces mis pasos no contaban, y más tarde estallé en una erupción terrible y mi piel ahora está en carne viva y descamada. Quería que me gustara tanto por su precio. Tiene una carga decente, sin embargo, no sé acerca de la precisión.
3.0;¡Vigilancia física, pero nada fácil de regular y no responde a las solicitudes realizadas y esperadas! #@*@%¤
3.0;Varias características funcionan de forma muy aleatoria. El podómetro no siempre funciona al moverse, así como las frecuencias cardíacas y las calorías. Finalmente, también podría tener un reloj simple si las otras opciones no son confiables. Varios miembros de la familia lo han probado y han tenido el mismo problema.
3.0;Relación calidad-precio está bien, pero a mí no me duró 8 meses, el botón permanece presionado, lo que hizo que se reiniciara sin parar y lo dejara inutilizable.
3.0;No estoy tan satisfecha, se pierde constantemente la vinculación y no muestra el nivel de batería en pantalla por lo que no avisa cuando la pila está baja.
3.0;No pude descargar fácilmente la aplicación y se incluyó algún malware, así que abandoné la aplicación por ahora, cuando tenga algo de tiempo, ¡intentaré descubrir mi incompetencia!
3.0;Buen reloj, pero solo un pequeño problema con ellos es algo que no recibió el texto, de lo contrario es excelente.
3.0;Nada que decir funciona muy bien super practico
3.0;El producto es muy ligero, pero no destaca desde el punto de vista técnico. El toque en algunas pantallas no es preciso. La aplicación suministrada no le permite mantener el teléfono desbloqueado cerca del reloj.
3.0;El segundo comprado ya que el primero se rompió. La pantalla se quedó en blanco. Pero lo suficientemente barato como para no preocuparse.
3.0;Pedí este reloj inteligente para recibir mensajes y realizar un seguimiento de mi entrenamiento físico. El reloj se entregó rápidamente y estaba bien embalado. Visualmente, el reloj inteligente es de mi gusto. La puesta en marcha no fue complicada, la batería estaba precargada.Todo funcionó muy bien el primer día. Los mensajes se recibieron sin problemas, incluso el pulso fue relativamente preciso. En la vida cotidiana, sin embargo, solo funcionaba la transmisión de mensajes. El pulso difiere en una pequeña ventana de tiempo de 60 a 130 sin que yo me esfuerce más. Si elijo un entrenamiento, la frecuencia cardíaca permanece igual. Dado que trabajo mucho con los brazos, la medición de pasos, por supuesto, no es realmente significativa. Pero al conducir 300 pasos algo no encaja.Lo positivo es que la batería me duró 6 días.Después de una semana decidí devolver el reloj.
3.0;Un buen reloj Mide la presión arterial y el corazón con una ligera desviación No es exactamente exacto Aunque bueno
3.0;Tenía muchas ganas de recibir el reloj después de que tuvieras buenas críticas. La entrega fue rápida, pero no sonó el timbre, sino que simplemente se entregó a los vecinos en lo peor de una tormenta. ¡Nuestra puerta de entrada está a dos metros! Lo desempaqué de inmediato y quería instalarlo. El cuerpo del reloj es enorme, demasiado grande para mi muñeca. Tengo que cerrar el brazalete suministrado en el último agujero y es muy barato y las primeras piezas son muchas. La aplicación es tediosa de usar, así que no tenía ganas de probar más. Si compras barato, compras dos veces... Debería prestar más atención a esta frase. Te la devolveré de inmediato.
3.0;En 6 semanas no funciona. Trato de respetar todas las reglas. Ahora no funciona. Quiero enviarlo exactamente cuando fue 30 días más una semana.
3.0;La pantalla es una verdadera lástima, no puedes ver la pantalla a la luz del sol incluso con el nivel de brillo máximo.
3.0;Tengo un Android y solo puedo recibir algunas notificaciones en mi reloj. Tampoco puedo personalizar la esfera de mi reloj. Es un poco decepcionante. Probablemente lo mantendré solo porque hará las otras funciones. Espero que esté bien, pero definitivamente no es todo lo que se anuncia.
3.0;El reloj me gusta mucho y es muy completo, las llamadas desde el reloj son muy buenas se escucha perfectamente, no único es que se desconecta de la app del teléfono con mucha frecuencia y no sé si es normal, por lo demás el reloj tiene muy buena pinta, solo llevo probando lo 2 días.
3.0;Pasé a mi esposa, no satisfizo mis necesidades, obviamente por el costo no se puede esperar más, de hecho, en comparación con otros, tiene su propio potencial, el GPS integrado👍
3.0;Su tacto está muy por debajo de las expectativas.
3.0;Parece que el producto que recibí estaba defectuoso con su sistema operativo de visualización. El producto indicaría que no estaba completamente cargado, pero la pantalla no se encendería.
3.0;Dejando de lado que tuve una reacción alérgica a la hebilla de la correa del reloj y se reemplazó la hebilla, el reloj en sí es bastante fácil de operar. Me gusta que puedas descargar diferentes pantallas. De todos modos, el conteo de pasos no es tan preciso como lo probé con mi viejo reloj. La batería dura aproximadamente una semana antes de recargarse.
3.0;"Partiendo del hecho de que no tenía muchas expectativas y era la primera vez que probaba un reloj inteligente, me sorprendió gratamente la relación calidad-precio del producto, con muchas características, que sin embargo no siempre parecen funcionar a la perfección (ver dormir y medición del ritmo cardíaco). Otro problema, solo lo usé correctamente durante 3 meses: después de unas vacaciones en la playa en las que solo me mojé y no me sumergí, dejó de funcionar correctamente; el texto de los mensajes que llegaban era incomprensible. Recomendado para quienes se acercan a los relojes inteligentes por primera vez."
3.0;No llegué a problarlo, ya que vi la parte de la esfera DEMASIADO grande para mi muñeca.
3.0;Era demasiado grande para la muñeca de mi esposa.
3.0;He tenido el reloj alrededor de un mes ahora. En general me gusta Registra bien mis pasos y lo he usado en una pista ocasionalmente: la función de distancia es bastante precisa. Y me gusta cómo puedo comprobar mi B/P y Beats por minuto antes y después de mi período de ejercicio. No puedo decir qué tan precisos son. La función de sueño funciona bien. El reloj es cómodo, por lo que dormir con él puesto no es un problema. Sería bueno si la pantalla permaneciera encendida por más tiempo. Mi mayor queja: la aplicación a veces no registra mi período de ejercicio. Recientemente comencé un programa de caminatas para hacer ejercicio, por lo que me gusta hacer un seguimiento de lo que logré ese día. entonces, esto es muy frustrante para mí. Actualización: ahora el reloj no registrará mi frecuencia cardíaca diaria. Devolviéndolo.
3.0;El reloj no es tan bueno como parece que el botón del costado está atascado, por lo que no puede seleccionar las cosas que desea, debe estar defectuoso
3.0;Calidad no excepcional, pero en línea con el rango de precios.
3.0;Súper precio..pero si planeas que estos relojes realmente cuenten tus pasos entonces gasta más dinero en ellos...como todos los relojes que son baratos, esto también si te quedas quieto en tu móvil pero mueves los brazos como si estuvieras caminar, cuenta tus pasos :) entonces crees que has caminado mucho en realidad no lo has hecho
3.0;¿Cómo hago para que la parte del sueño funcione? El resto funciona principalmente.
3.0;Muy buen reloj Pantalla limpia y clara pero gran defecto desconexiones muy regulares con mi Samsung que está a 2 m de mí
3.0;Nada loco, hace el trabajo
3.0;Ya feliz propietario de dos relojes inteligentes Umidigi (2 y 2s), pensé en dar el salto de calidad con este Urun. Las funciones extra como la oxigenación de la sangre y la medición de la presión arterial son inútiles, de lo contrario hubiera sido extraño. El gps funciona bien, una pena lo del software de gestión de este bochornoso reloj por decir lo menos. Finalmente, la batería dura unos días, al contrario que los otros dos relojes donde extrañamente dura dos semanas. un delirio
3.0;Ventajas: reloj bonito y ligero de llevar, pantalla intuitiva. ¡Pude conectar el dispositivo a la aplicación sin ningún problema! Defectos: la recarga dura un máximo de tres días, en cuanto te alejas del celular el reloj se desconecta, las llamadas entrantes en la pantalla no son nominativas sino genéricas!
3.0;El reloj funcionó bien durante un tiempo. De repente deja de rastrear mi seguimiento del sueño y los pasos.
3.0;Lo he comprado 2 veces porque estaba muy contenta con el,pero los 2 me dieron el mismo fallo,al cargar vibraba aunque lo apagará.Se encendía solo y vibraba,y yo creo que acabaron quemando los 2,porque después de cargarlos los fui a desenchufar para usarlo y ya no respondían (los 2 igual)¿A alguien más le ha pasado?
3.0;En clase de natación la batería se descarga y se apaga
3.0;La verdad es que estoy bastante sorprendido con este producto. por el dinero que pagué, no es un mal producto. Obviamente, podría pagar mucho más y obtener un mejor estándar, pero si está buscando un producto más económico y con una buena relación calidad-precio que funcione a un nivel razonable, no busque más. Recomiendo este producto en base a lo anterior.
3.0;"El producto es bueno, el cronómetro es útil, el clima también; tiene una batería lo suficientemente larga si mantienes el brillo bajo (3g-4g) y las funciones de control (presión, corazón) son agradables y aceptables. Particularmente interesantes son las funciones relacionadas con el deporte y el sueño que se miden de manera efectiva."
3.0;Hay que suponer que se trata de un producto de gama de entrada en el que el fabricante ha incluido muchas funciones atractivas.Sobre la frecuencia cardiaca y la oxigenación de la sangre los resultados no son muy diferentes a los valores medidos con instrumentos profesionales, sobre la presión arterial es fundamental establezca el valor inicial medido con instrumentos profesionales en los que se ajusta el reloj inteligente. Lo que está muy por debajo de un estándar aceptable es la conectividad: solo mueva el reloj a 2 metros del móvil y se desconecta, la conexión sigue siendo automática. Absolutamente falta en cambio el podómetro : inicialmente pensé que simplemente sumaba los pasos contados por el reloj a los del teléfono, en realidad el valor se cuadruplica y más, como si cada movimiento de la muñeca provocara un conteo totalmente incorrecto.En definitiva, un producto apenas suficiente, mediocre en comparación con como se anuncia, aceptable teniendo en cuenta el precio.
3.0;El reloj llego esta mañana bastante antes de la fecha del lunes 30 que me habia dado amazon en el momento de la compra. los materiales son realmente premium.. el aluminio de la caja no tiene imperfecciones de ningun tipo.. la correa de silicón es muy suave.. el color rosa es realmente hermoso! Instale la aplicación desde el sitio web umigi.com y todo bien. Pongo el reloj a cargo y en cuanto llega al 100% lo desconecto de la carga y la app lo reconoce inmediatamente.. se actualizan algunas cosas.. la carga sigue intacta.. con un movil android la app no No te permite habilitar ningún tipo de notificación de las principales redes sociales.. nada mal porque me interesaba la parte de seguimiento deportivo y de salud... Mientras hago mis cosas por la tarde, de vez en cuando vibra sola y aparecen las carátulas como para cambiarlas..y ya aquí empiezo a tener dudas.. salgo a hacer mi carrera habitual.. que hago tres veces por semana y la he calcado con varios instrumentos y aquí la GPS integrado del Urun es una total decepción... Me da un BEN KM mas de los que hice.. una vez actualice todo en la aplicación veo que según el reloj terminé en el agua varias veces y las lineas se hacen muy bien.. como leí en una reseña.. como si los hubiera dibujado al azar con el viejo PAINT... Sin embargo 1 hora y 15 de GPS incorporado tiene consumió un 9% de batería (la única nota positiva).. Lástima.. pero por la parte que me interesa.. la del seguimiento deportivo y la posibilidad de usar el GPS, realmente no estamos ahí. Pediré la devolución :(
3.0;No me gustó: duración de la batería, ¡máximo 4 días!. La pantalla no es completamente visible a la luz directa del sol, incluso en la función máxima. Difícil de borrar mensajes wa, del reloj. La vibración al recibir un mensaje siempre es única. Prefería al menos el doble, como el reloj anterior. La aplicación dedicada me resulta confusa a veces. La conexión entre el teléfono y el reloj es a veces inestable. Lo que me gusta: la estética, la suavidad al tacto, las funciones de control.
3.0;Este es mi segundo reloj inteligente. Es genial: se sincroniza perfectamente, me llegan notificaciones (sms snap de whatsapp), llevo 1 semana sin cargarlo. En cuanto al reloj, estoy muy satisfecho, es mucho mejor que el mío anterior, que me costó 3 veces el precio, pero muy decepcionado con la correa. Después de 2 semanas de uso, la pulsera se tiñó con la ropa. Nunca lo he usado bajo el agua y me lo quito para dormir. Muy decepcionante por ese lado.
3.0;En general el reloj inteligente está bien, duradero, la batería dura bastante, pero estoy un poco descontento con las funciones que tiene, o más bien no doy las medidas con precisión. Aunque este puede ser el caso con todos los relojes inteligentes, pero quizás este sea simplemente del estante inferior.
3.0;Reloj muy bonito y cómodo, en mi opinión demasiado grande para muñecas pequeñas. Precisión en los valores de oxígeno y frecuencia cardíaca. Presión arterial con una desviación del 20-25% por defecto. Fácil instalación de la aplicación y conexión Bluetooth. GPS vía teléfono móvil: cuenta precisa de los km recorridos. Para los deportistas, es mejor un reloj inteligente con GPS integrado. Por el precio pagado, teniendo en cuenta que haré un recargo en medir la presión cada vez, me parece bien.
3.0;Excelente duración de la batería, por el costo se defiende bien. Pensé que se encendería con un giro de muñeca, pero aparentemente no.
3.0;El reloj está bastante bien equipado para este segmento y es cómodo de llevar. Sin embargo, pasadas unas semanas, la medición continua de la frecuencia cardíaca ya se ha despedido y hay que reiniciarla una y otra vez, quizás como tributo al bajo precio. Solo fue pensado como una prueba, la próxima vez definitivamente será algo más valioso.
3.0;Está bien en cuestión de calidad/precio. Cumple su función y es fácil de manejar
3.0;Desafortunadamente, solo pude usar el producto durante 2 días, porque después de hacer la primera actualización a través de la aplicación, ya no pude usar el reloj inteligente. ¡Ha aparecido un mensaje de APP en la pantalla del que no puedo deshacerme de ninguna manera! El dispositivo está conectado a mi teléfono, por lo que puedo ver la frecuencia cardíaca, por ejemplo, o si uso la opción para encontrar su reloj inteligente, ¡vibra pero está literalmente congelado! Una pena porque me ha gustado el producto pero me veo obligado a devolverlo, a menos que la asistencia de Amazon me ayude a solucionar el problema.
3.0;No me ha gustado mucho, pierde enseguida el enlace telefono -reloj, cuando consigues que se conecten este reloj no identifica la llamada entrante de quien es,,,dura poquisimo tiempo la bateria en activo
3.0;El producto funcionó bien (aunque la precisión de muchas de las cosas que mide es muy cuestionable). El ritmo escuchado en la parte inferior del reloj ya no funciona en mi reloj. Solo está grabando mis pasos ahora.
3.0;Cargó la primera vez, cuando fui a recargarlo, nunca más cargó.
3.0;Tuve este reloj durante unas semanas. Principalmente quería un reloj que pueda alertarme cuando recibo un mensaje o una llamada. Las alertas son impredecibles. El teléfono tiene que estar cerca, en la habitación de al lado, o no me avisa cuando recibo una llamada o un mensaje. El contador de pasos definitivamente no es exacto. Contó más de 3000 pasos cuando estaba parado, pero en un bote. El rastreador de sueño no realiza un seguimiento las 24 horas del día, los 7 días de la semana, por lo que no realizó un seguimiento de mis siestas diurnas. También decía que estaba dormido cuando claramente no lo estaba. Marcó con precisión la hora en que me desperté. La presión arterial y la SpO2 no son totalmente precisas. Trabajo en el cuidado de la salud y tengo acceso a monitores de hospital. Comparé las lecturas cuando estaba en reposo y estaban cerca. Si corrí una milla y luego tomé una lectura, no estoy seguro de cuán precisas serían. La duración de la batería es buena, pero la cargaría todos los días cuando llego a casa del trabajo y la pongo antes de dormir. No se utilizaron otras características. Tengo un desafío semi-tecnológico y la configuración fue bastante sencilla y sencilla. La aplicación descargada interfirió con la configuración de mi teléfono y no sé cómo solucionarlo. No compraría esto si está tratando de contar los pasos, realizar un seguimiento del sueño, BP y Sp02. Como un reloj y una forma poco confiable de recibir alertas sobre mensajes y llamadas telefónicas, está bien.
3.0;Reloj esteticamente bien hecho.Me lo regalaron..pero muchas funciones no sincronizaban.Lamentable
3.0;No siempre permanece conectado.
3.0;"El reloj inteligente está en la lista, ligero (unos 40 g) y práctico. Correa suave y manejable La configuración con la aplicación Glory Fit es rápida y fácil. Para los que tienen un iPhone es un poco complejo, pero al final es posible configurarlos y recibir notificaciones.La batería tiene una buena duración. Durante un funcionamiento de 1 hora, absorbió el 7% de la carga (puede caber). La carga completa también es bastante rápida (alrededor de 2 horas, como se describe en las instrucciones). Bluetooth se activa cuando el smartphone inicia la conexión de datos y descarga automáticamente los datos grabados (excelente) El problema es el tamaño del texto que se muestra. El texto es muy pequeño para los submenús de mensajes y funciones. Para el tamaño del reloj inteligente de 1,69"", el texto debería ser más grande o al menos dar la posibilidad de elegir el tamaño de fuente. Los iconos son bastante simples en comparación con el estándar actual. La posibilidad de poder elegir el fondo de la pantalla principal es agradable, pero nada más, además el cronómetro tiene el defecto de no tener la función de monitorear los intervalos de tiempo. Es un simple cronómetro. Si quiero entrenar y monitorizar el/los tiempo/s de vuelta (laps), esto no es posible, si bloqueo una llamada entrante desde el smartwatch, el smartwatch deja de vibrar pero el teléfono sigue sonando, oxigenación, cuenta pasos, distancia y calorías. son correctos Hice una comparación con otro reloj inteligente de marca conocida y los valores son idénticos."
3.0;Quería un reloj sencillo y bastante conectado y este es el caso. Súper fácil de sincronizar con la aplicación (¡y tengo 75 años!). Recibo mi notificación por SMS, el clima es preciso, las funciones de salud funcionan. No puedo juzgar las funciones deportivas que no uso. Tiene una muy buena relación calidad-precio,
3.0;No he probado la resistencia al agua del producto.Al sincronizarlo con un Samsung Galaxy s22 modifica el timbre de llamada y no hay manera de cambiar el timbre. y al querer bajar o subir el tono del teléfono si está con el bluetooth activado se lagea el móvilpor lo demás creo que de momento va bastante bien
3.0;Compré el reloj por la función de notificación. Desafortunadamente, el reloj se separa constantemente del celular, incluso a unos pocos metros de distancia. Entonces el reloj no se vuelve a conectar, tienes que abrir la aplicación de nuevo para establecer la conexión. Esto es un absoluto no ir. Definitivamente el reloj está retrocediendo.
3.0;Mi madre tuvo una caída y decidí que un reloj inteligente sería una buena idea para que ella pueda comunicarse cuando no lleva su teléfono. Busqué un reloj inteligente que tuviera esta función y me salió este. Como era su cumpleaños, agregué esto como un regalo solo para descubrir una vez que lo abrió que solo podía alertarlo sobre llamadas y mensajes y no responder a ninguno de los dos. El reloj en sí se ve lo suficientemente bien para lo que hace, pero ¿por qué apareció como una opción cuando usé los filtros? Totalmente inútil para lo que estaba destinado a pesar de que a mi madre todavía le gustaba. Ordena tu filtrado de Amazon
3.0;Seguramente es un smartwatch súper barato pero de calidad, de hecho creo que es el mejor en su categoría. Ofrece todo lo que ofrecen actualmente los relojes inteligentes baratos, pero con el añadido de medir la presión arterial y la oxigenación de la sangre. Evidentemente son datos que hay que tomar con pinzas, digamos indicativos, lamentablemente la medida de presión no es fiable, la de latidos no lo es. La aplicación definitivamente necesita mejoras. Si quieres gastar poco compralo, para notificaciones esta bien (solo whatsapp, sms, facebook y llamadas entrantes) No notificaciones de telegram. La batería dura 1 semana. No se puede pedir más a este precio pero es cierto que se podrían mejorar muchas cosas...
3.0;Cuando compré este reloj por primera vez, funcionó muy bien la mayor parte del tiempo. Luego tuve que comprar un teléfono nuevo y ahora la aplicación no funciona en absoluto. ¡Qué fastidio! No sé si comprar un reloj nuevo y diferente o simplemente olvidarme de la idea de tener un reloj tonto que era inteligente.
3.0;Un reloj inteligente que cumple con su deber discretamente. Ideal para deportistas fácil de asociar con un teléfono inteligente a través de la aplicación. Ligera, elegante también. No le doy más de tres estrellas porque en menos de una semana el cierre de la correa ya estaba perdiendo el esmalte. Mientras que la duración de la batería es fantástica!!
3.0;Comprado en mayo. En agosto, se volvió loco. Vibra continuamente, incluso cuando está apagado
3.0;Buen valor para el dinero. La duración de la batería también es buena
3.0;El reloj está bastante bien por el precio, pero el GPS no parece preciso y, por lo tanto, no es muy confiable para llevar un registro de los parámetros de la carrera, una lástima.
3.0;El dispositivo móvil siempre debe reiniciarse
3.0;Pedí esto porque decía que se puede usar para nadar, pero cuando llegó, las instrucciones de configuración decían que no se debe usar para nadar durante mucho tiempo. Nado por distancia y durante más de una hora, así que no quería arriesgarme a que esto se rompiera.
3.0;Algunas funciones como el podómetro y el pulsómetro parecen útiles y fiables. Otros, como la medición de la presión arterial, como se indica implícitamente en el prospecto, no lo son en absoluto. Incluso la temperatura exterior a menudo parece incorrecta. Difícil de evaluar la indicación sobre las horas de sueño (profundo/ligero). En definitiva, dado el coste, puede ser una herramienta útil.
3.0;"Todavía estoy en la valla en este caso. He usado marcas similares antes y no me gusta cómo rastrea el sueño porque solo realiza un seguimiento durante las ""horas de acostarse"", por lo que las siestas durante el día no cuentan. Esta fue una característica que realmente quiero que reconozca automáticamente sin tener que estar dentro de una ventana. El otro inconveniente que no me gusta es que tienes que configurar tu ejercicio. Mi anterior Fitbit auto reconoce mi ejercicio sin tener que pulsar un botón. Mantuvo un registro de mi ritmo cardíaco dentro de ese tiempo de ejercicio. Con este reloj, no se mantendrá al día con el ejercicio o la frecuencia cardíaca fluctuante a menos que lo haya configurado para el ejercicio. Aparte de eso, paga por lo que obtiene. Es un poco más manual pero es un reloj bonito con una pantalla más grande."
3.0;Devolví el artículo porque no me convenía y el podómetro funciona muy mal. Debo ser un sonámbulo porque aparentemente camino de noche... Camino incluso cuando estoy viendo la televisión... Sin embargo, la pantalla es clara y legible. Además, se ilumina demasiado por la noche cuando mueves la muñeca si has activado la pantalla levantando el brazo. (Eso funciona muy bien) La autonomía es suficiente (3 o 4 días), las diferentes pantallas son bastante agradables, el pulsómetro funciona bastante bien pero ojo, no lo reconoce la app Decathlon Coach.La previsión meteorológica funciona bien La app Running también funciona bien a pesar de los pasos extra... La navegación por swipe en la pantalla es muy fácil, la pantalla responde bastante bien.En resumen, por un módico precio tenemos un mo muy conectado muy básico, útil para conseguir una idea antes de invertir en una real a 150€ mínimo. Para mí, es más una pulsera de seguimiento de actividad como la Fitbit que un reloj conectado estilo Garmin.
3.0;Traje este reloj para mí y mi pareja, ambos sufrimos de presión arterial alta. Básicamente compré siguiendo las reseñas. Sin embargo, en lo que respecta al contador de pasos, la grabación perfecta del sueño, el jurado aún está deliberando en lo que respecta al monitor de presión arterial. Durante una semana estuve feliz porque parecía que mi presión arterial había bajado a niveles normales, pero luego me di cuenta de que el registrador de presión arterial me mostraba la misma lectura, luego hice una lectura de presión arterial con una máquina de presión adecuada y los resultados fueron incorrectos. el reloj mostraba el habitual 138/80, lo cual es bueno para mí, la lectura de la máquina BP era 156/95. Probé varias veces y cada vez que las lecturas del reloj mostraban las mismas lecturas. Solo tenga en cuenta este factor, solo ahora uso el reloj para el tiempo y el conteo de pasos. También desarrollé una erupción en la muñequera, si froto un poco de vaselina alrededor de mi muñeca antes de usarla, esto evita que la erupción empeore.
3.0;La función de sueño continúa incluso si estoy de pie. Las notificaciones no son continuas y si borro todos los mensajes se bloquean.
3.0;El Stepper de guardia se detuvo después de cinco meses. Se comunicó con el proveedor, pero nadie me respondió, ya que me gustaría devolverlo y obtener otro.
3.0;La correa se rompió con menos de un año de desgaste. Un poco decepcionante...
3.0;tiene la posibilidad de añadir otro modelo de porte?? por ejemplo boxeo, zumba, crossfit, musculación...
3.0;Corrí 5 kilómetros hoy y según la pantalla solo caminé 1500 pasos y poco más de 1 kilómetro. Es realmente una pena, no dejes que la belleza te ciegue 😀
3.0;Este reloj es muy agradable y cómodo, aproximadamente 2 días de duración de la batería y 3 días si se apaga por las noches. Me gusta que puedo recibir mis mensajes en mi reloj y también puedo ver las llamadas entrantes... la única desventaja para mí es la inexactitud de la lectura de la presión arterial... así que le daré a este reloj 4 estrellas
3.0;La bateria dura mucho, la aplicacion para conectarlo a tu celular no es la mejor ya que algunos problemas al desconectar
3.0;No hay comparación con los caros. Difícil de cargar, la pantalla táctil no es precisa, la aplicación asociada es engorrosa, está bien de vez en cuando. Pero no más. Tampoco creo que puedas esperarlo por el precio.
3.0;Compré dos de estos, uno para mí y otro para mi hija. Después de tres meses, el mío funciona bien, el de mi hija ha dejado de funcionar porque la conexión Bluetooth ha muerto. Ella actualizó la aplicación, reinició el reloj, sin éxito. No se conectará a su aplicación de Android para que SmartWatch rastree ninguna de las funciones que ofrece SmartWatch. Nos hemos puesto en contacto con el vendedor, My-USA. Esperando por una respuesta. La ventana para volver a Amazon ha expirado, pero en las preguntas en el sitio del vendedor en Amazon dice que hay una garantía de 12 meses. En espera de una respuesta, espero que hagan lo correcto y reemplacen su SmartWatch por uno que funcione.
3.0;Hola, ¿cómo ves las notificaciones de mensajes y llamadas? Porque el reloj está conectado al teléfono pero no aparece nada
3.0;El reloj es al menos adecuado para cada muñeca. El software no le hace justicia al precio. Bajo ninguna circunstancia debe gastar más que eso
3.0;Es un poco difícil de poner en el móvil pero está muy bien cuando ya está todo bien
3.0;Al igual que todos los demás, y usted, el lector, está analizando si es bueno para su dinero. Leí un millón de reseñas sobre este producto y vi videos de Youtube, todos decían que era una inversión por su dinero. Y lo es... sobre todo. Odio leer demasiadas reseñas porque siempre habrá enemigos y nunca encontrarás algo con reseñas perfectas, así que me arriesgué y ordené. Al recibirlo, era hermoso (obtuve el azul) y después de la primera carga inicial, la duración de la batería fue increíblemente larga. Pero, después de cargarlo por segunda vez, se desconectó de mi teléfono. Después de cada carga, la batería dura aproximadamente 2-3 semanas (no es broma, pensé que era mentira, pero tenían razón, tiene una gran duración de la batería), ahora se desconecta de mi teléfono cada vez y la esfera del reloj vuelve a la configuración de fábrica. . Ahora lo he tenido casi un mes y sigue reiniciando al azar. El rastreador de pasos no es muy preciso, falta alrededor del 40-50% de los que realmente estoy tomando. Siento que el monitor de frecuencia cardíaca es bastante preciso y el SpO2 también lo es. El rastreador de BP es una mierda, pero por supuesto, este es un reloj inteligente económico. Las notificaciones llegan justo a tiempo, pero si el mensaje tiene demasiadas palabras, no podrá leer el mensaje completo. Las llamadas muestran quién está llamando, y la opción de rechazo es excelente para las llamadas no deseadas y ya no tengo que sacar mi teléfono para eso. El seguimiento del sueño es, con mucho, la parte más precisa del reloj, ya que se reduce a casi el minuto desde que me doy cuenta de que me quedé dormido hasta que me desperté, y es bueno tener esa información. No he probado los otros modos deportivos en el reloj, así que no puedo revisar eso. En la aplicación. La aplicación. Mmm. ¿dónde empiezo? Hay muy pocas caras de reloj y hasta ahora solo me ha gustado una. Puede configurar su propia imagen, pero toma un par de minutos cada vez y, como dije, se reinicia todo el tiempo. La aplicación es simple y fácil de navegar, y se conecta si la abres. No he obtenido parte de la información principal que sigue el reloj para conectarse a los gráficos semanales de la aplicación. Por lo tanto, solo se puede rastrear día a día. La aplicación puede ser un poco confusa y molesta al intentar encontrar ciertas configuraciones. Casi me pregunto si debería haber ido por un Fitbit. La banda es bonita, pero se estiró dramáticamente cuando la usé por primera vez. Por lo demás me ha durado bien, aunque empieza a verse un poco sucio. Tiene muchos agujeros para adaptarse a muñecas de cualquier tamaño, y tengo una muñeca muy pequeña, por lo que no me queda demasiado grande como la mayoría de los relojes. En general, no puedo decir si es adecuado para usted, pero para un reloj económico es bastante bueno, pero a veces creo que debería haber ido con más dinero para obtener un reloj de calidad realmente decente. Agregaré, No puedo proporcionar imágenes en este momento, pero las otras imágenes y videos de los otros clientes son precisos y la esfera del reloj es realmente redonda y no cuadrada.
3.0;Aunque el reloj en sí se ve bastante bien, es endeble, por lo que después de un poco de uso, la correa se salió y la barra que sostiene la correa se cayó, por lo que ahora no puedo arreglar la correa nuevamente. Y noté que el conteo de pasos aumentaba aunque estaba parado. Probablemente devolverá esto
3.0;Está bien ver a mi hijo mayor prepararlo para mí. ¡Pero mi cargador ya está defectuoso! 😒 así que ahora necesito ver si hacen reemplazos o al menos venden repuestos.
3.0;no entiendo que paso la app me dijo que actualice lo hice y salio esta pantalla y no desaparece que debo hacer no se desbloquea me temo que si no t desbloquear tendré que devolverlo
3.0;Para la mayoría de las cosas, diría que este reloj tiene una muy buena relación calidad-precio. Sin embargo, comencé a notar imprecisiones en mis registros de sueño y luego en la actividad del GPS después de un tiempo, lo cual fue una pena porque, aparte de eso, era un gran reloj deportivo. Sin embargo, contó los pasos con bastante precisión, por lo que el podómetro parecía estar bien.
3.0;"Estoy razonablemente satisfecho con el reloj. Es comodo; la correa, de la que varios críticos se han quejado que se ve sucia, no ha sido un problema hasta ahora. Lo compré principalmente por el conteo de pasos que parece funcionar bien o al menos tiende a estar de acuerdo con mi teléfono móvil. La frecuencia cardíaca parece estar bien; el oxígeno en la sangre es probablemente correcto. Otras medidas son mucho más problemáticas. No puede decir si estoy dormido o no. Desafortunadamente, la medición de la presión arterial parece estar fuera de lugar y me dice que mi presión arterial es casi perfecta cuando está un poco alta. La conexión con el teléfono no parece particularmente útil. Se rastrean algunos datos, pero no tanto como hubiera esperado o tal vez no lo estoy haciendo bien. No muestra cuándo se han tomado lecturas ni proporciona un gráfico que muestre el rendimiento. En el lado positivo, solo cuesta alrededor de £ 34. Si hubiera pagado más, le habría dado una calificación mucho más baja. Por el precio esta bien."
3.0;Esperaba más app. Y manejo más fácil
3.0;Es bonito,pero para ser de mujer es demasiado grande,es básico,muestra mensajes whatsapp y llamadas,pero no avisa de email ni msj de texto,no se puede contestar ni descolgar llamadas…
